Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL3700	717	rph	-	3947993	3948709		STM3734	STM14_4496	STM474_3907	STMUK_3720	STMMW_37231	RNase PH	ribonuclease PH	RNase PH; tRNA nucleotidyltransferase; forms hexamers in Bacillus subtilis; phosphoroltic 3'-5' exoribonuclease; involved in maturation of tRNA precursors and removes terminal nucleotides near CCA acceptor arms of mature tRNAs	
SL3701	864	yicC	+	3948835	3949698		STM3735	STM14_4498	STM474_3909	STMUK_3721	STMMW_37241	conserved hypothetical protein		similar to E. coli alpha helix protein (AAC76668.1)	
SL3702	858		-	3949748	3950605		STM3736	STM14_4499	STM474_3910	STMUK_3722	STMMW_37251	hypothetical regulatory protein		similar to E. coli transcriptional regulator LysR-type (AAC73730.1); LysR family	
SL3703	882		+	3950724	3951605		STM3737	STM14_4500	STM474_3911	STMUK_3723	STMMW_37261	hypothetical beta-lactamase		similar to glyoxylases	
SL3704	618		+	3951856	3952473		STM3738	STM14_4502	STM474_3912	STMUK_3724	STMMW_37271	hypothetical membrane protein			
SL3705	1686	ligB	-	3952470	3954155	yicF	STM3739	STM14_4503	STM474_3913	STMUK_3725	STMMW_37281	hypothetical DNA ligase	NAD-dependent DNA ligase LigB	this ligase is similar to LigA but it lacks the C-terminal BRCT domain; catalyzes strand joining of nicked DNA in the presence of a divalent cation and NAD+	
SL3706	624	gmk	+	3954412	3955035		STM3740	STM14_4505	STM474_3914	STMUK_3726	STMMW_37291	5'guanylate kinase		"Essential for recycling GMP and indirectly, cGMP"	
SL3707	276	rpoZ	+	3955090	3955365		STM3741	STM14_4506	STM474_3915	STMUK_3727	STMMW_37301	DNA-directed RNA polymerase omega chain	DNA-directed RNA polymerase subunit omega	promotes RNA polymerase assembly or stability; latches the N- and C-terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	
SL3708	2112	spoT	+	3955384	3957495		STM3742	STM14_4507	STM474_3916	STMUK_3728	STMMW_37311	"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; CG Site No. 156"	"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"	"similar to E. coli (p)ppGpp synthetase II; also guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase (AAC76674.1)"	
SL3709	690	spoU	+	3957500	3958189		STM3743	STM14_4508	STM474_3917	STMUK_3729	STMMW_37321	tRNA (guanosine-2'-O)-methyltransferase	tRNA guanosine-2'-O-methyltransferase	specifically modifies tRNA at position G18	
SL3710	2082	recG	+	3958195	3960276		STM3744	STM14_4509	STM474_3918	STMUK_3730	STMMW_37331	ATP-dependent DNA helicase	ATP-dependent DNA helicase RecG	catalyzes branch migration in Holliday junction intermediates	
SL3711	852		-	3960279	3961130		STM3745	STM14_4510	STM474_3919	STMUK_3731	STMMW_37341	conserved hypothetical protein (pseudogene)			
SL3712	1206	gltS	-	3961133	3962338		STM3746	STM14_4511	STM474_3920	STMUK_3732	STMMW_37351	glutamate permease		similar to E. coli glutamate transport (AAC76677.1); GltS family	
SL3713	1392	yicE	+	3962566	3963957		STM3747	STM14_4513	STM474_3921	STMUK_3733	STMMW_37361	hypothetical purine permease		similar to E. coli transport protein (AAC76678.1); NCS2 family	
SL3714	1710	yicH	+	3964078	3965787		STM3748	STM14_4514	STM474_3922	STMUK_3734	STMMW_37371	hypothetical exported protein			
SL3715	2319	yicI	-	3965890	3968208		STM3749	STM14_4515	STM474_3923	STMUK_3735	STMMW_37381	hypothetical glycosyl hydrolase		"catalyzes the transfer of alpha-xylosyl residue from alpha-xyloside to xylose, glucose, mannose, fructose, maltose, isomaltose, nigerose, kojibiose, sucrose, and trehalose; shows higher activity against alpha-xylosyl fluoride, isoprimeverose (6-O-alpha-xylopyranosyl-glucopyranose), and alpha-xyloside in xyloglucan oligosaccharides"	
SL3716	1383	yicJ	-	3968220	3969602		STM3750	STM14_4516	STM474_3924	STMUK_3736	STMMW_37391	sodium:galactoside family symporter	transporter	may be involved in the transport of galactosides-pentoses-hexuronides	
SL3717	369		-	3970301	3970669		STM3752	STM14_4519	STM474_3927	STMUK_3738	STMMW_37401	hypothetical protein			
SL3718	1538	sugR	+	3971323	3972860		STM3753	STM14_4522	-	STMUK_3739		hypothetical ATP binding protein (pseudogene)	ATP-binding protein	similar to ATP binding protein SugR (gi|4324607)	
SL3720	1038	rhuM	+	3973047	3974084		STM3755	STM14_4524	STM474_3929	STMUK_3741	STMMW_37431	hypothetical DNA-binding protein	hypothetical protein		
SL3722	618	rmbA	+	3975383	3976000		STM3756	STM14_4526	STM474_3930	STMUK_3742	STMMW_37451	conserved hypothetical protein			
SL3723	2868	misL	+	3976075	3978942		STM3757	STM14_4527	STM474_3931	STMUK_3743	STMMW_37461	hypothetical autotransported protein (MisL)	autotransporter	MisL (gi|4324610); similar to AIDA-I autotransporter; member of IgA1 family of proteases; outer membrane protein	
SL3724	483	fidL	-	3979037	3979519		STM3758	-	-	-		hypothetical exported protein			
SL3725	789	marT	-	3979512	3980300		STM3759	STM14_4529	STM474_3933	STMUK_3745	STMMW_37481	hypothetical transcriptional regulator (MarT)			
SL3726	681	slsA	+	3981153	3981833		STM3761	STM14_4532	STM474_3935	STMUK_3747	STMMW_37501	conserved hypothetical protein		SlsA (gi|4324613); similar to STM0950	
SL3727	480	cigR	-	3982062	3982541		STM3762	STM14_4534	STM474_3936	STMUK_3748	STMMW_37511	hypothetical inner membrane protein			
SL3727A	93	mgtR	-	3982742	3982834							conserved sORF			
SL3728	2727	mgtB	-	3982856	3985582		STM3763	STM14_4536	STM474_3937	STMUK_3749	STMMW_37521	"Magnesium transport ATPase, P-type 2"	Mg2+ transporter	"Mg(2+) transport ATPase, P-type 2 (SW:ATMB_SALTY); cotranscribed with mgtC"	
SL3729	696	mgtC	-	3985802	3986497		STM3764	STM14_4538	STM474_3938	STMUK_3750	STMMW_37531	Mg(2+) transport ATPase protein C		Mg(2+) transport ATPase protein C (SW:ATMC_SALTY); reqired for intracmacrophage survival and growth in low calcium; cotranscribed with mgtB and transcriptionally controlled by PhoP/PhoQ system	
SL3730	903	yicL	+	3987006	3987908		STM3765	STM14_4541	STM474_3939	STMUK_3751	STMMW_37541	hypothetical membrane protein		hypothetical protein in selC 3'region (SW:YICL_SALTY); integral membrane protein	
SL3731	942		-	3987951	3988892		STM3766	STM14_4542	STM474_3940	STMUK_3752	STMMW_37551	conserved hypothetical protein			
SL3732	744		-	3989128	3989871		STM3767	STM14_4543	STM474_3941	STMUK_3753	STMMW_37561	conserved hypothetical protein			
SL3733	1110		-	3989858	3990967		STM3768	STM14_4544	STM474_3942	STMUK_3754		hypothetical transferase		L-seryl-tRNA selenium transferase	
SL3734	858		-	3990971	3991828		STM3769	STM14_4545	STM474_3943	STMUK_3755	STMMW_37581	hypothetical PTS system protein			
SL3735	750		-	3991828	3992577		STM3770	STM14_4546	STM474_3944	STMUK_3756	STMMW_37591	hypothetical PTS system protein			
SL3736	486		-	3992723	3993208		STM3771	STM14_4547	STM474_3945	STMUK_3757	STMMW_37601	hypothetical PTS system protein		"similar to E. coli PTS enzyme IIAB, mannose-specific (AAC74887.1)"	
SL3737	426		-	3993219	3993644		STM3772	STM14_4548	STM474_3946	STMUK_3758	STMMW_37611	hypothetical PTS system protein			
SL3738	2799		-	3993863	3996661		STM3773	STM14_4550	STM474_3947	STMUK_3759	STMMW_37621	hypothetical NtrC-family transcriptional regulator		similar to E. coli psp operon transcriptional activator (AAC74385.1); NtrC family; contains ATPase domain	
SL3739	294		+	3996858	3997151		STM3774	STM14_4552	STM474_3948	STMUK_3760	STMMW_37631	hypothetical secreted protein			
SL3740	1383		+	3997257	3998639		STM3775	STM14_4554	STM474_3949	STMUK_3761	STMMW_37641	hypothetical glycosyl hydrolase			
SL3741	1193	nepI	-	3998699	3999891	yicM	STM3776	-	-	-	STMMW_37651	hypothetical inner membrane transport protein (pseudogene)	ribonucleoside transporter	experimental results in E. coli suggest that this gene encodes an inosine export protein; member of major facilitator superfamily; MFS	
SL3743	360		+	4000107	4000466		STM3777	STM14_4556	STM474_3951	STMUK_3763	STMMW_37661	conserved hypothetical protein			
SL3744	324		+	4000450	4000773		STM3778	STM14_4557	STM474_3952	STMUK_3764	STMMW_37671	hypothetical DNA-binding protein		helix-turn-helix	
SL3745	270		-	4000864	4001133		STM3779	STM14_4558	STM474_3953	STMUK_3765	STMMW_37681	hypothetical phosphocarrier protein of PTS system	phosphotransferase system HPr protein		
SL3746	861		-	4001143	4002003		STM3780	STM14_4559	STM474_3954	STMUK_3766	STMMW_37691	"hypothetical fructose-1,6-bisphosphate aldolase, class II"		"class II aldolase; catalyzes the reversible aldol condensation of dihydroxyacetonephosphate and glyceraldehyde 3-phosphate in the Calvin cycle, glycolysis and gluconeogenesis"	
SL3747	1485		-	4002066	4003550		STM3781	STM14_4560	STM474_3955	STMUK_3767	STMMW_37701	hypothetical sugar (pentulose and hexulose) kinase	sugar kinase	similar to E. coli L-fuculokinase (AAC75845.1); pentulose and hexulose	
SL3748	1359		-	4003543	4004901		STM3782	STM14_4561	STM474_3956	STMUK_3768	STMMW_37711	"PTS system, galactitol-specific IIC component"			
SL3749	288		-	4004977	4005264		STM3783	STM14_4562	STM474_3957	STMUK_3769	STMMW_37721	hypothetical IIB component of PTS system	hypothetical protein		
SL3750	474		-	4005261	4005734		STM3784	STM14_4563	STM474_3958	STMUK_3770	STMMW_37731	"hypothetical phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2"	phosphotransferase system mannitol/fructose-specific IIA component		
SL3751	744		-	4005752	4006495		STM3785	STM14_4564	STM474_3959	STMUK_3771	STMMW_37741	hypothetical GntR-family transcriptional regulator		similar to E. coli transcriptional regulator of succinylCoA synthetase operon (AAC73824.1); GntR family	
SL3752	453	yicN	-	4006848	4007300		STM3786	STM14_4566	STM474_3960	STMUK_3772	STMMW_37751	hypothetical exported protein			
SL3753	1392	uhpT	-	4007492	4008883		STM3787	STM14_4568	STM474_3961	STMUK_3773	STMMW_37761	hexosephosphate transport protein	sugar phosphate antiporter	cytoplasmic membrane protein that functions as a monomer; catalyzes the active transport of sugar-phosphates such as glucose-6-phosphate with the obligatory exchange of inorganic phosphate or organophosphate	
SL3754	1329	uhpC	-	4009026	4010354		STM3788	STM14_4569	STM474_3962	STMUK_3774	STMMW_37771	regulatory protein	regulatory protein UhpC	membrane protein regulates uhpT expression	
SL3755	1503	uhpB	-	4010364	4011866		STM3789	STM14_4570	STM474_3963	STMUK_3775	STMMW_37781	two-component system sensor histidine kinase	sensory histidine kinase UhpB	Member of the two-component regulatory system UhpB/UhpA involved in the regulation of the uptake of hexose ph	
SL3756	591	uhpA	-	4011866	4012456		STM3790	STM14_4571	STM474_3964	STMUK_3776	STMMW_37791	two-component system response regulator protein	DNA-binding transcriptional activator UhpA	"response regulator in two-component regulatory system wtih UhpB; phosphorylated UhpA is a positive activator uhpT, a hexose phosphates transporter"	
SL3757	1014		-	4012531	4013544		STM3791	STM14_4572	STM474_3965	STMUK_3777	STMMW_37801	hypothetical protein			
SL3758	1317		-	4013556	4014872		STM3792	STM14_4573	STM474_3966	STMUK_3778	STMMW_37811	probable permease			
SL3759	921		-	4014903	4015823		STM3793	STM14_4574	STM474_3967	STMUK_3779	STMMW_37821	hypothetical carbohydrate kinase		similar to E. coli ribokinase (AAC76775.1); ribokinase family	
SL3760	786		+	4016148	4016933		STM3794	STM14_4575	STM474_3968	STMUK_3780	STMMW_37831	hypothetical DeoR-family transcriptional regulator		"similar to E. coli transcriptional repressor for deo operon, tsx, nupG (AAC73927.1); DeoR family"	
SL3761	291	ilvN	-	4016935	4017225		STM3795	STM14_4576	STM474_3969	STMUK_3781	STMMW_37841	"acetohydroxy acid synthase I, small subunit"	acetolactate synthase 1 regulatory subunit	"with IlvB catalyzes the formation of 2-acetolactate from pyruvate, the small subunit is required for full activity and valine sensitivity; E.coli produces 3 isoenzymes of acetolactate synthase which differ in specificity to substrates, valine sensitivity and affinity for cofactors; also known as acetolactate synthase small subunit"	
SL3762	1689	ilvB	-	4017229	4018917		STM3796	STM14_4577	STM474_3970	STMUK_3782	STMMW_37851	"acetohydroxy acid synthase I, small subunit"	acetolactate synthase catalytic subunit	catalyzes the formation of 2-acetolactate from pyruvate	
SL3763	99	ivbL	-	4019024	4019122		STM3797	STM14_4579	STM474_3971	STMUK_3783	STMMW_37852	ilvBN operon attenuator peptide			
SL3765	789		+	4020011	4020799		STM3796A	STM14_4585	STM474_3972	STMUK_3785	STMMW_37881	hypothetical membrane protein			
SL3766	1185	emrD	+	4021002	4022186		STM3798	STM14_4586	STM474_3973	STMUK_3786	STMMW_37891	multidrug resistance protein D		multidrug efflux protein involved in adaptation to low energy shock	
SL3767	1086		-	4022113	4023198		STM3799	STM14_4587	STM474_3974	STMUK_3787	STMMW_37901	hypothetical protein			
SL3768	924	dsdC	-	4023262	4024185		STM3800	STM14_4588	STM474_3975	STMUK_3788	STMMW_37911	D-serine deaminase activator	DNA-binding transcriptional regulator DsdC	regulates the synthesis and expression of the dsdXA operon and dadA gene	
SL3769	1338	dsdX	+	4024411	4025748		STM3801	STM14_4590	STM474_3976	STMUK_3789	STMMW_37921	DsdX permease	permease DsdX	member of the Gnt family of gluconate transporters; not involved in gluconate transport; unknown function	
SL3770	1323	dsdA	+	4025766	4027088		STM3802	STM14_4591	STM474_3977	STMUK_3790	STMMW_37931	D-serine dehydratase		catalyzes the formation of pyruvate from serine	
SL3771	531	yidF	-	4027170	4027700		STM3803	STM14_4592	STM474_3978	STMUK_3791	STMMW_37941	conserved hypothetical protein		similar to E. coli transcriptional regulator (AAC76697.1)	
SL3772	363	yidG	-	4027697	4028059		STM3804	STM14_4593	STM474_3979	STMUK_3792	STMMW_37951	conserved hypothetical protein			
SL3773	348	yidH	-	4028049	4028396		STM3805	STM14_4594	STM474_3980	STMUK_3793	STMMW_37961	conserved hypothetical protein			
SL3774	1662	yidE	-	4028840	4030501		STM3807	STM14_4597	STM474_3983	STMUK_3794	STMMW_37971	hypothetical membrane protein	hypothetical protein	similar to E. coli transport protein (AAC76708.1)	
SL3775	435	hslS	-	4030691	4031125	ibpB	STM3808	STM14_4599	STM474_3984	STMUK_3795	STMMW_37981	heat shock protein B			
SL3776	420	hslT	-	4031229	4031648	ibpA	STM3809	STM14_4600	STM474_3985	STMUK_3796	STMMW_37991	heat shock protein A			
SL3777	336	yidQ	+	4031949	4032284		STM3810	STM14_4602	STM474_3987	STMUK_3797	STMMW_38001	hypothetical lipoprotein	hypothetical protein		
SL3778	1227	yidR	-	4032286	4033512		STM3811	STM14_4603	STM474_3988	STMUK_3798	STMMW_38011	hypothetical ATP/GTP-binding protein	hypothetical protein		
SL3779	1044	ccmH1	-	4033634	4034677	ccmH	STM3812	-	STM474_3989	-	STMMW_38021	cytochrome c-type biogenesis protein H1		similar to E. coli possible subunit of heme lyase (AAC75254.1); involved in cytochrome c-type biogenesis	
SL3780	558	ccmG1	-	4034674	4035231	ccmG	STM2248	STM14_4605	STM474_3990	STMUK_3800	STMMW_22782	cytochrome C-type biogenesis protein		similar to E. coli disulfide oxidoreductase; biogenesis of cytochrome c (AAC75255.1)	
SL3781	1932	ccmF1	-	4035228	4037159	ccmF	STM3814	STM14_4606	STM474_3991	STMUK_2280	STMMW_22783	cytochrome C-type biogenesis protein			
SL3782	480	ccmE1	-	4037156	4037635	ccmE	STM3815	-	-	-		protoheme transport protein E1	cytochrome c-type biogenesis protein CcmE	CycJ; periplasmic heme chaperone that binds heme transiently via a histidine residue and delivers it to newly synthesized and exported c-type cytochromes; requires the ATP hydrolysis activity of the CcmA protein in order to transfer the heme to the apocytochrome; part of the cytochrome c maturation system; periplasmic protein anchored to the inner membrane	
SL3782A	213	ccmD1	-	4037632	4037844	ccmD	STM3816	-	-	-		protoheme transport protein D1		similar to E. coli heme exporter protein C (AAC75258.1); cytochrome c-type biogenesis protein	
SL3783	738	ccmC1	-	4037841	4038578	ccmC	STM3817	STM14_2781	STM474_2348	STMUK_3804		protoheme transport protein C1 (cytochrome c-type biogenesis protein ccmc1)		similar to E. coli heme exporter protein C (AAC75259.1); ABC superfamily membrane protein; cytochrome c-type biogenesis protein	
SL3784	657	ccmB1	-	4038630	4039286	ccmB	STM3818	STM14_4610	STM474_3995	STMUK_2284	STMMW_22786	protoheme transport protein B1 (cytochrome c-type biogenesis protein ccmB1)		similar to E. coli heme exporter protein B cytochrome c-type biogenesis protein (AAC75260.1); ABC superfamily membrane protein; cytochrome c-type biogenesis protein	
SL3785	627	ccmA1	-	4039286	4039912	ccmA	STM2254	STM14_2783	STM474_3996	STMUK_3806		protoheme exporter protein 1A	cytochrome c biogenesis protein CcmA	ATP-binding protein; required for proper cytochrome c maturation	
SL3786	1401	yhjA	-	4039909	4041309		STM3820	STM14_4612	STM474_3997	STMUK_3807	STMMW_38041	probable cytochrome c peroxidase		similar to E. coli cytochrome C peroxidase (AAC76543.1)	
SL3787	633	torD	-	4041499	4042131		STM3821	STM14_4613	STM474_3998	STMUK_3808	STMMW_38051	TorD protein	chaperone protein TorD	"TorD; involved in the biogenesis of torA; acts on torA before the insertion of the molybdenum cofactor and, as a result, probably favors a conformation of the apoenzyme that is competent for acquiring the cofactor"	
SL3788	2553	torA	-	4042124	4044676		STM3822	STM14_4614	STM474_3999	STMUK_3809	STMMW_38061	trimethylamine-N-oxide reductase precursor			
SL3789	1185	torC	-	4044666	4045850		STM3823	STM14_4615	STM474_4000	STMUK_3810	STMMW_38071	cytochrome c-type protein	trimethylamine N-oxide reductase cytochrome c-like subunit	similar to E. coli trimethylamine N-oxide reductase; cytochrome c-type subunit (AAC74081.1); also has activity as negativer regulator of tor operon	
SL3790	693	torR	+	4045980	4046672		STM3824	STM14_4616	STM474_4001	STMUK_3811	STMMW_38081	torCAD operon transcriptional regulatory protein	DNA-binding transcriptional regulator TorR	response regulator in two-component regulatory system with TorS; involved in regulation of trimethylamine N-oxide reductase genes	
SL3791	1041	torT	-	4046645	4047685		STM3825	STM14_4617	STM474_4002	STMUK_3812	STMMW_38091	Solute binding receptor protein	TMAO reductase system periplasmic protein TorT	periplasmic sensory protein associated with the TorRS two-component regulatory system	
SL3792	2736	torS	+	4047765	4050500		STM3826	STM14_4618	STM474_4003	STMUK_3813	STMMW_38101	Two-component sensor protein histidine protein kinase.	hybrid sensory histidine kinase TorS	Member of the two-component regulatory system torS/torR involved in the anaerobic utilization of trimethylamine-N-oxide	
